day	mean(S_t)	ciLow(S_t)	ciHigh(S_t)	relerr(S_t)	mean(I_t)	ciLow(I_t)	ciHigh(I_t)	relerr(I_t)	mean(R_t)	ciLow(R_t)	ciHigh(R_t)	relerr(R_t)	mean(RT)	ciLow(RT)	ciHigh(RT)	relerr(RT)
65	9711.75	9524.95016286684	9898.54983713316	0.019234415747229804	149.875	44.74753577950368	255.00246422049634	0.701434290045013	138.375	55.96020282732161	220.7897971726784	0.5955902234701239	1.580972824773819	1.4083030667911995	1.7536425827564386	0.10921741049364493
66	9693.0	9493.507319041468	9892.492680958532	0.020581108114983253	159.625	49.06148713161083	270.1885128683892	0.6926453429499713	147.375	57.32953380062159	237.4204661993784	0.6109955297667746	1.5153494075688099	1.344275899035436	1.6864229161021838	0.11289377069004845
67	9673.25	9459.344491425256	9887.155508574744	0.022113096278370173	167.75	50.80372250840834	284.6962774915917	0.6971462145549429	159.0	60.90269401366808	257.0973059863319	0.6169641885932825	1.5208021272218941	1.3909192870993285	1.6506849673444597	0.0854041678386046
68	9654.375	9428.456601304764	9880.293398695236	0.023400623934251123	176.625	54.56027055988105	298.689729440119	0.6910954249971349	169.0	63.83116940859409	274.16883059140594	0.6223007727302124	1.5383234408558373	1.381356706925161	1.6952901747865134	0.1020375362955847
69	9635.5	9398.508659503254	9872.491340496746	0.024595645321648794	183.125	57.806736679686125	308.44326332031386	0.6843318133532498	181.375	68.26964730947593	294.48035269052406	0.6235994634901396	1.529828272878985	1.4110496552805523	1.6486068904774176	0.07764179790905758
70	9614.375	9362.707136271918	9866.042863728082	0.026176206329385106	191.375	60.853235738366294	321.89676426163373	0.6820209758935791	194.25	71.64918409557278	316.85081590442724	0.6311496314256227	1.568089737682052	1.2716913168515582	1.8644881585125457	0.1890187874506656
71	9592.875	9328.182108577479	9857.567891422521	0.02759265511356293	200.75	64.82982687527127	336.67017312472876	0.6770618835602926	206.375	76.08829801471538	336.6617019852846	0.6313104881176723	1.589522593689582	1.3140474832119018	1.8649977041672623	0.17330682279781287
72	9566.375	9284.816949092301	9847.933050907699	0.02943205246581904	213.5	70.3746413924028	356.6253586075972	0.67037638692083	220.125	80.25447197536158	359.9955280246384	0.6354140966479883	1.6442242769960531	1.2402202217118958	2.0482283322802104	0.24571103889930412
73	9540.25	9243.564107088709	9836.935892911291	0.03109833525445268	225.25	75.37007740626913	375.12992259373084	0.6653936630132335	234.5	85.5655402217784	383.4344597782216	0.6351149670713074	1.631491028551782	1.2634468560891952	1.999535201014369	0.22558761649415068
74	9514.125	9198.90743611868	9829.34256388132	0.03313153483702599	234.875	76.50856540299046	393.2414345970095	0.6742583697584228	251.0	90.7024676014644	411.2975323985356	0.6386355872451618	1.6210266292190916	1.3553525226198242	1.886700735818359	0.16389249985810064
