day	mean(S_t)	ciLow(S_t)	ciHigh(S_t)	relerr(S_t)	mean(I_t)	ciLow(I_t)	ciHigh(I_t)	relerr(I_t)	mean(R_t)	ciLow(R_t)	ciHigh(R_t)	relerr(R_t)	mean(RT)	ciLow(RT)	ciHigh(RT)	relerr(RT)
0	9999.0	9999.0	9999.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0	4.0	1.3451144951274232	6.654885504872577	0.6637213762181442
1	9999.0	9999.0	9999.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0	4.0	1.3451144951274232	6.654885504872577	0.6637213762181442
2	9999.0	9999.0	9999.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0	3.5833333333333335	1.1806833421709597	5.985983324495708	0.6705069742778718
3	9998.666666666666	9998.124740432295	9999.208592901037	5.4199850083753783e-05	1.3333333333333333	0.7914070989625736	1.8752595677040929	0.4064446757780698	0.0	0.0	0.0	0	2.5833333333333335	0.9102595036406831	4.256407163025984	0.6476414824616711
4	9997.666666666666	9996.582814197924	9998.750519135408	0.00010841054266744097	2.3333333333333335	1.2494808645918145	3.4171858020748527	0.4645082008892224	0.0	0.0	0.0	0	2.538888888888889	1.0204608567708997	4.057316921006879	0.5980679338757945
5	9997.166666666666	9995.771798648471	9998.56153468486	0.00013952633428085905	2.8333333333333335	1.438465315138539	4.228201351528128	0.49230635936286865	0.0	0.0	0.0	0	2.242063492063492	0.7928069461518896	3.6913200379750943	0.6463940700349095
6	9996.833333333334	9994.691181802822	9998.975484863846	0.0002142830093375185	2.8333333333333335	0.5907144970339004	5.0759521696327665	0.7915125304586234	0.3333333333333333	-0.2085929010374264	0.8752595677040931	1.6257787031122792	2.263888888888889	0.9639050734325199	3.5638727043452576	0.5742259798334881
7	9996.333333333334	9993.79147398298	9998.875192683689	0.0002542791707313725	3.1666666666666665	0.5606268538624466	5.772706479470886	0.8229599408855431	0.5	-0.3780208506553746	1.3780208506553746	1.7560417013107492	2.361111111111111	0.6856010604997655	4.036621161722457	0.7096277861412758
8	9995.833333333334	9992.6908620188	9998.975804647867	0.0003143781223376112	3.6666666666666665	0.3702580740505983	6.963075259282735	0.8990205252589277	0.5	-0.3780208506553746	1.3780208506553746	1.7560417013107492	2.2444444444444445	0.641914007105052	3.846974881783837	0.7139987097056699
9	9996.0	9992.816904101237	9999.183095898763	0.00031843696466221254	3.0	-0.18309589876347676	6.183095898763477	1.0610319662544923	1.0	-0.14959914567936305	2.149599145679363	1.149599145679363	3.6333333333333333	0.43872529609313293	6.827941370573534	0.8792499185064772
10	9996.0	9992.36464830347	9999.63535169653	0.0003636806419098144	3.1666666666666665	-0.43316783222426913	6.766501165557602	1.1367898417550324	0.8333333333333334	0.04334688254069352	1.6233197841259732	0.9479837409511678	3.7083333333333335	0.5494768536550128	6.867189813011654	0.851826466430109
11	9995.833333333334	9991.262963808462	10000.403702858206	0.00045722746393058074	3.3333333333333335	-0.6856991861245434	7.352365852791211	1.205709755837363	0.8333333333333334	-0.19846347693739974	1.8651301436040666	1.2381561723248797	3.7916666666666665	0.7212079586485007	6.862125374684832	0.8097913076091866
12	9995.666666666666	9991.132586490385	10000.200746842947	0.00045360457961265017	3.6666666666666665	-0.29718200945746487	7.6305153427907975	1.081049638942945	0.6666666666666666	-0.19019394553824653	1.5235272788715797	1.2852909183073697	3.6442307692307696	0.5057258189298648	6.782735719531674	0.8612256328002482
13	9995.0	9989.773852657509	10000.226147342491	0.0005228761723353298	4.333333333333333	-0.3442153025117003	9.010881969178367	1.0794343005796232	0.6666666666666666	-0.19019394553824653	1.5235272788715797	1.2852909183073697	3.4555555555555557	0.2098994612478231	6.701211649863288	0.9392573906356783
14	9994.666666666666	9988.523507903485	10000.809825429847	0.0006146436862841905	4.666666666666667	-0.8332839222409243	10.166617255574259	1.1785608404801982	0.6666666666666666	-0.19019394553824653	1.5235272788715797	1.2852909183073697	3.341520467836258	0.05271225134589308	6.6303286843266225	0.9842250700382434
15	9993.666666666666	9985.935903259855	10001.397430073477	0.000773566265982978	5.5	-1.1950375009462277	12.195037500946228	1.2172795456265868	0.8333333333333334	-0.3935043588386046	2.060171025505271	1.4722052306063256	3.0500000000000003	-0.2364262968671733	6.336426296867174	1.0775168186449748
16	9992.833333333334	9984.912585023198	10000.75408164347	0.0007926428917527499	6.333333333333333	-1.0476144424685563	13.714281109135221	1.1654128067055616	0.8333333333333334	-0.19846347693739974	1.8651301436040666	1.2381561723248797	2.019570707070707	0.560856656183778	3.4782847579576366	0.7222891705548283
17	9992.166666666666	9983.630253292582	10000.70308004075	0.0008543105473372445	6.666666666666667	-0.4406292665188003	13.773962599852133	1.0660943899778201	1.1666666666666667	-0.514615260518803	2.8479485938521365	1.4410987947304026	1.9986111111111116	0.813367920267368	3.183854301954855	0.5930334241886693
18	9991.666666666666	9982.311569394977	10001.021763938355	0.0009362899688096814	7.333333333333333	-0.9210411488325319	15.587707815499197	1.1255965202953453	1.0	-0.3274427524362884	2.3274427524362884	1.3274427524362884	1.9163888888888891	0.68578151161242	3.1469962661653583	0.6421490880120725
19	9991.5	9981.661016168402	10001.338983831598	0.000984735408256821	7.666666666666667	-1.0041530832654848	16.337486416598818	1.130976489121585	0.8333333333333334	-0.3935043588386046	2.060171025505271	1.4722052306063256	1.8234567901234566	0.5799565618234208	3.0669570184234924	0.6819466384042174
20	9991.166666666666	9980.517781687657	10001.815551645675	0.0010658299810507941	7.5	-1.1475025051168402	16.14750250511684	1.1530003340155788	1.3333333333333333	-0.730260287208133	3.3969269538747993	1.5476952154060997	2.123015873015873	0.5784455307476506	3.6675862152840955	0.7275359369188636
21	9989.5	9976.789259092011	10002.210740907989	0.0012724101214264436	8.333333333333334	-0.807405716412191	17.47407238307886	1.0968886859694629	2.1666666666666665	-1.553529638624651	5.886862971957984	1.7170136793652235	1.9969246031746029	0.679504645301356	3.3143445610478497	0.6597244361549173
22	9988.333333333334	9973.67625730093	10002.990409365739	0.0014674195927654472	9.0	-0.8445789323241044	18.844578932324104	1.093842103591567	2.6666666666666665	-2.195592633462375	7.528925966795708	1.8233472375483906	2.106240981240981	0.8592752865944326	3.353206675887529	0.5920337253678569
23	9987.5	9972.692169335867	10002.307830664133	0.0014826363618656525	9.833333333333334	-1.2612745791452369	20.927941245811905	1.1282652114384986	2.6666666666666665	-1.1844428094081452	6.517776142741479	1.4441660535280545	2.148569023569024	0.9625592469286917	3.334578800209356	0.5519998490298588
24	9986.833333333334	9972.422527344097	10001.24413932257	0.0014429805232793278	9.833333333333334	-0.10957324085020659	19.776239907516874	1.0111430414423939	3.3333333333333335	-1.3442153025116998	8.010881969178367	1.40326459075351	2.0653935185185186	1.0918409623475376	3.0389460746894996	0.4713641964313408
25	9986.166666666666	9970.552747664384	10001.780585668948	0.0015635548177260858	9.833333333333334	-0.1758109527027596	19.842477619369426	1.017879079935874	4.0	-1.8618284766286672	9.861828476628666	1.4654571191571668	2.018281335522715	1.1309112283189888	2.905651442726441	0.4396662108426554
26	9986.0	9972.03028107279	9999.96971892721	0.0013989303952744434	10.166666666666666	1.4011040560582106	18.93222927727512	0.8621864862893563	3.8333333333333335	-1.616327105525571	9.282993772192238	1.4216505492675402	2.05734126984127	1.0797717612478794	3.0349107784346603	0.4751615703839027
27	9985.333333333334	9971.196431565222	9999.470235101446	0.0014157666345418827	11.333333333333334	2.1445269632959008	20.52213970337077	0.8107770326503617	3.3333333333333335	-1.9625920961058338	8.629258762772501	1.58877762883175	1.7956610146126275	1.066428559575033	2.5248934696502223	0.40610808448993907
28	9984.166666666666	9970.541505163146	9997.791828170186	0.0013646768887591052	12.166666666666666	3.5788028214631016	20.75453051187023	0.7058518228934437	3.6666666666666665	-2.0300066438426785	9.363339977176011	1.5536381755934578	1.6963924963924963	1.0228940525075856	2.369890940277407	0.39701805172868593
29	9983.333333333334	9969.103254345755	9997.563412320913	0.0014253835379879158	13.5	4.09597917916394	22.90402082083606	0.6965941348767452	3.1666666666666665	-2.034837203116609	8.368170536449941	1.6425801694052449	1.5436361686361686	0.8869633921302879	2.200308945142049	0.42540644605785793
30	9983.0	9968.504106335802	9997.495893664198	0.0014520578647899188	14.333333333333334	3.5151499676078437	25.151516699058824	0.754756979004104	2.6666666666666665	-1.1844428094081452	6.517776142741479	1.4441660535280545	1.5751920751920752	0.8134458172012933	2.3369383331828573	0.48358944282899363
31	9982.333333333334	9967.631243141273	9997.035423525394	0.0014728109852799843	15.0	4.053626639489098	25.946373360510904	0.7297582240340602	2.6666666666666665	-1.1844428094081452	6.517776142741479	1.4441660535280545	1.511299713931293	0.7704861881127132	2.252113239749873	0.49018306494052494
32	9981.5	9966.617981343115	9996.382018656885	0.0014909601419511598	14.833333333333334	4.267508848932669	25.399157817734	0.7123027742292583	3.6666666666666665	-0.8674135096148476	8.200746842948181	1.2365673208040493	1.6862914862914862	0.8425159460766626	2.53006702650631	0.5003734805484107
33	9980.333333333334	9964.080062981568	9996.5866036851	0.0016285298104705222	16.166666666666668	3.187278797731185	29.14605453560215	0.8028487341609576	3.5	0.06720634971918704	6.9327936502808125	0.9807981857945179	1.6504730273752013	0.7153896155970948	2.585556439153308	0.5665547974844514
34	9980.0	9962.871358505246	9997.128641494754	0.0017162967429612166	17.0	2.842339187272046	31.157660812727954	0.8328035772192914	3.0	-0.18309589876347676	6.183095898763477	1.0610319662544923	1.5797737556561084	0.6916379657202235	2.4679095455919935	0.5621917611658425
35	9978.333333333334	9960.003724887893	9996.662941778775	0.0018369408831241606	18.0	2.806723256965686	33.19327674303432	0.844070930168573	3.6666666666666665	0.23922421784701386	7.094109115486319	0.934757031496269	1.6737576512086314	0.7774594442385191	2.5700558581787436	0.5355005883455646
36	9976.5	9955.492930098106	9997.507069901894	0.0021056552800977056	19.0	2.3275092690965806	35.67249073090342	0.8774995121528115	4.5	0.06000659686429266	8.939993403135707	0.9866652006968238	1.6431678921568629	0.8283130024290626	2.4580227818846634	0.4959048272652173
37	9973.666666666666	9948.204782878842	9999.12855045449	0.0025529110445329786	21.5	0.9273138071887246	42.072686192811275	0.956869125247036	4.833333333333333	-0.10756598924721761	9.774232655913885	1.022255032258045	1.5808838821996716	0.765845832811937	2.3959219315874063	0.5155584534480011
38	9970.5	9940.064557113423	10000.935442886577	0.003052549309119684	24.5	0.2514502373651446	48.74854976263485	0.9897367250055042	5.0	-1.331498395928926	11.331498395928925	1.2662996791857852	1.4877707480082318	0.7657330920372969	2.209808403979167	0.48531513133832627
39	9968.333333333334	9935.116305299105	10001.550361367563	0.0033322549440791614	26.666666666666668	-1.5291256746123345	54.862459007945674	1.0573422127979626	5.0	-0.14116367322947898	10.141163673229478	1.0282327346458957	1.440981176038102	0.8064211019649831	2.075541250111221	0.44036666448191
40	9966.333333333334	9930.790655984658	10001.87601068201	0.0035662741913117246	29.166666666666668	-4.0420715485260565	62.375404881859396	1.138585310235179	4.5	1.7836031967109083	7.216396803289092	0.6036437340642427	1.4383471809776542	0.7345020199239346	2.142192342031374	0.4893430253572794
41	9964.666666666666	9927.815682729455	10001.517650603877	0.0036981652442508515	30.0	-2.9930281609622753	62.993028160962275	1.099767605365409	5.333333333333333	1.2598644850777285	9.406802181588937	0.7637754090479258	1.642925881486866	1.1142742178145537	2.1715775451591783	0.3217745058552956
42	9963.166666666666	9924.926771751952	10001.40656158138	0.0038381265910818066	31.666666666666668	-2.504779848707887	65.83811318204123	1.079098311011828	5.166666666666667	0.8439768480882917	9.489356485245043	0.836649642305492	1.6665598290598291	1.2499253508387498	2.0831943072809085	0.24999671236292734
43	9959.833333333334	9916.495749544165	10003.170917122503	0.0043512358428858654	34.333333333333336	-5.482573874829924	74.1492405414966	1.159686617713493	5.833333333333333	1.4099071275355053	10.25675953913116	0.7583016352796277	1.629392317147215	1.4240701539784635	1.8347144803159667	0.1260114958245509
44	9958.0	9912.925548112838	10003.074451887162	0.004526456305197896	37.0	-5.186790629361518	79.18679062936152	1.1401835305232844	5.0	1.1872109744684356	8.812789025531565	0.7625578051063129	1.5700911809607463	1.241860631611956	1.8983217303095365	0.20905190305441018
45	9955.5	9906.4889961102	10004.5110038898	0.004923007773572385	38.333333333333336	-5.940746536675114	82.60741320334179	1.154975996608916	6.166666666666667	0.5970726873347312	11.736260645998602	0.9031774020538273	1.5876322913593661	1.3464500758882239	1.8288145068305084	0.15191314562179678
46	9951.0	9897.918885530426	10004.081114469574	0.005334249268372417	42.0	-5.077453566088856	89.07745356608885	1.1208917515735441	7.0	0.36278623781855845	13.637213762181442	0.9481733945973488	1.4893643281067215	1.252561048301589	1.726167607911854	0.15899620753382526
47	9946.5	9889.312978947215	10003.687021052785	0.00574946172550989	45.333333333333336	-3.5828270271274434	94.24949369379411	1.0790329491278112	8.166666666666666	-0.6739592204661911	17.007292553799523	1.082525618832595	1.4298633451039633	1.1042953734898695	1.755431316718057	0.22769166908773528
48	9942.666666666666	9878.338173641207	10006.995159692126	0.006469943646116937	49.0	-6.49917340123509	104.49917340123508	1.1326361918619405	8.333333333333334	-0.879412650969579	17.54607931763625	1.1055295181163494	1.4033405539820885	1.039257198292558	1.7674239096716189	0.2594404862429262
49	9940.166666666666	9869.748310089926	10010.585023243406	0.007084222924840955	50.333333333333336	-7.970978715640086	108.63764538230676	1.1583638155425182	9.5	-2.7158996640880826	21.715899664088084	1.2858841751671666	1.3858393404839602	1.0433621927728363	1.728316488195084	0.24712615503578125
50	9934.5	9857.035582818275	10011.964417181725	0.007797515444332862	54.166666666666664	-8.846387366728578	117.1797207000619	1.1633179206165276	11.333333333333334	-3.4881262620457605	26.15479292871243	1.3077758466510965	1.369571338974324	1.0592192992596603	1.6799233786889878	0.226605238356614
51	9927.833333333334	9840.160747315867	10015.5059193508	0.008830988905011179	59.166666666666664	-11.376695782105536	129.71002911543886	1.1922821822327696	13.0	-4.141496011755251	30.14149601175525	1.3185766162888655	1.320149999639164	0.9524485258879395	1.6878514733903884	0.27853007147046027
52	9923.166666666666	9825.226898966019	10021.106434367313	0.009869809808762122	62.666666666666664	-17.48347224464819	142.8168055779815	1.2789915783720456	14.166666666666666	-3.7589310665650064	32.09226439989834	1.2653363105810593	1.3818152146961902	0.9822023790124018	1.7814280503799784	0.28919412048277987
53	9920.5	9817.407702912978	10023.592297087022	0.01039184487546213	65.66666666666667	-20.52942242365296	151.8627557569863	1.3126307983297405	13.833333333333334	-3.223359065589319	30.890025732255985	1.2330139083558544	1.3726265000178042	0.9956122678015844	1.749640732234024	0.27466629284173777
54	9916.0	9806.669152319833	10025.330847680167	0.011025700653506137	68.66666666666667	-23.02222353922683	160.35555687256016	1.3352751000858276	15.333333333333334	-2.372815780335406	33.03948244700207	1.1547488552392655	1.3796940267335005	1.0483409130860561	1.7110471403809449	0.24016420106705882
55	9911.0	9793.994749990694	10028.005250009306	0.0118055947946026	72.5	-27.479331939389567	172.47933193938957	1.3790252681295112	16.5	-0.6511305770190496	33.651130577019046	1.0394624592132757	1.4853478246275278	1.1501001726759934	1.8205954765790622	0.22570312918834515
56	9907.0	9785.016027970976	10028.983972029024	0.01231290724023655	75.33333333333333	-28.15542381598064	178.8220904826473	1.3737445639289465	17.666666666666668	-0.97275991946087	36.306093252794206	1.0550618822336342	1.4415717906528525	1.137606265185196	1.745537316120509	0.21085701554273475
57	9901.0	9772.383538082555	10029.616461917445	0.012990249663412334	79.16666666666667	-28.133530294044334	186.46686362737768	1.3553709089774022	19.833333333333332	-1.6677223378026937	41.33438900446936	1.0840868405614803	1.419586377213496	1.1856629431328274	1.6535098112941646	0.16478281127199643
58	9895.333333333334	9760.242525122543	10030.424141544125	0.013651971455648221	85.33333333333333	-28.100255157173237	198.76692182383988	1.3292998651231238	19.333333333333332	-2.353874777995415	41.02054144466208	1.121752143689418	1.377321850726106	1.180579762437495	1.574063939014717	0.1428439461589107
59	9890.5	9746.19477660575	10034.80522339425	0.014590285970805453	89.83333333333333	-31.67557427983023	211.34224094649687	1.3526037953227854	19.666666666666668	-3.2549553051789673	42.5882886385123	1.1655062019582525	1.4226224587256107	1.2373079332466896	1.6079369842045317	0.13026261770457803
60	9887.166666666666	9736.802765416078	10037.530567917254	0.015207986910701306	91.5	-31.903547023872704	214.9035470238727	1.3486726450696471	21.333333333333332	-5.657095894449302	48.32376256111597	1.265176370052311	1.469792476367343	1.2882344657586433	1.6513504869760425	0.12352628927413505
