Load	LBDelay	AvgDelay	UBDelay	LBUsers	AvgUsers	UBUsers	LBLosses	AvgLosses	UBLosses	TheoDelay	TheoUsers
0.22000000000000003	1.2416652792569167	1.248401719995642	1.2551381607343675	0.2471992839587355	0.2502445450896126	0.2532898062204897	1.491895224839339	3.0	4.508104775160661	None	None
0.2357142857142857	1.34766963422956	1.3570586089072247	1.3664475835848895	0.26946306596645697	0.27354504974520377	0.2776270335239506	4.126698713570574	6.2	8.273301286429426	None	None
0.25142857142857145	1.4591337717584334	1.4662967312956536	1.4734596908328739	0.29057566580481625	0.29441634782583775	0.29825702984685926	6.042705702355406	7.4	8.757294297644595	None	None
0.2671428571428571	1.5490132871402569	1.5575144894747297	1.5660156918092025	0.30090227433896627	0.30788631545926326	0.31487035657956025	5.3902742698072075	7.2	9.009725730192793	None	None
0.2828571428571428	1.6656050146625965	1.6769176712506535	1.6882303278387105	0.3251590691154225	0.3323397422741249	0.33952041543282724	6.086797752063702	8.7	11.313202247936296	None	None
0.2985714285714286	1.780612808104269	1.7952176602662706	1.8098225124282723	0.34918274735191257	0.3569717120868264	0.3647606768217402	9.544983292503831	12.0	14.455016707496169	None	None
0.3142857142857143	1.8991648190718897	1.9127231859716392	1.9262815528713886	0.37207138091983016	0.37947446351896164	0.3868775461180931	10.208385210920646	13.3	16.391614789079355	None	None
0.32999999999999996	2.0116413927547976	2.025479072738055	2.0393167527213123	0.38909603109686464	0.39695785392766625	0.40481967675846786	15.651376891177016	19.5	23.348623108822984	None	None
0.34571428571428575	2.1244805130858087	2.1439160420562486	2.1633515710266886	0.4120317888069011	0.42100962896105354	0.42998746911520597	16.87515851415713	20.1	23.324841485842875	None	None
0.3614285714285714	2.25978812993003	2.2788339428017093	2.2978797556733883	0.4455390600244522	0.45202401320209307	0.45850896637973393	19.234630085664936	21.6	23.965369914335067	None	None
0.3771428571428571	2.3955034285137	2.4246993573907254	2.453895286267751	0.46781912074978194	0.4817924489683005	0.495765777186819	23.438123273018995	30.3	37.161876726981006	None	None
0.3928571428571429	2.522355137379019	2.5489526746117557	2.5755502118444924	0.4919131023857662	0.5034836763696771	0.5150542503535879	29.707858564284567	34.0	38.292141435715436	None	None
0.40857142857142853	2.646825709363952	2.6706505859347	2.6944754625054483	0.515296267426636	0.5236687655505279	0.5320412636744197	33.620564305961665	37.3	40.97943569403833	None	None
0.42428571428571427	2.7692378229985826	2.8001543504495254	2.8310708779004683	0.532374552494571	0.5439916512778482	0.5556087500611254	32.86856328757487	37.1	41.33143671242513	None	None
0.44000000000000006	2.939996119037653	2.9699435611014358	2.9998910031652186	0.5702338470372066	0.5836108391379577	0.5969878312387089	38.32652741871154	45.1	51.87347258128846	None	None
0.4557142857142857	3.081387803937314	3.111785542588568	3.1421832812398223	0.5983810629633276	0.6121258576014438	0.62587065223956	42.28838996839022	49.7	57.111610031609786	None	None
0.4714285714285714	3.208044825795711	3.2484158608897777	3.2887868959838444	0.6108954143227576	0.6276234414173981	0.6443514685120386	44.146791647907975	50.6	57.05320835209203	None	None
0.4871428571428571	3.365539427208048	3.4017362766338004	3.4379331260595527	0.6467285373865163	0.6599121595013057	0.6730957816160951	53.84543894052063	59.6	65.35456105947938	None	None
0.5028571428571429	3.493409236264851	3.531421628665874	3.569434021066897	0.6714577707334993	0.6854594420502693	0.6994611133670393	58.58025633281605	66.3	74.01974366718395	None	None
0.5185714285714286	3.617228959455898	3.6792268738612193	3.7412247882665404	0.6894777315734962	0.7076762257627149	0.7258747199519336	60.12624687350152	69.3	78.47375312649847	None	None
0.5342857142857143	3.738418139546072	3.798427353350381	3.8584365671546905	0.7080457880690726	0.7278666794095789	0.7476875707500853	70.29950443472488	78.9	87.50049556527513	None	None
0.55	3.9690839560159956	4.009583170248687	4.050082384481379	0.7521139363430888	0.7662061783786649	0.780298420414241	80.73256830017867	90.6	100.46743169982132	None	None
0.5657142857142857	4.088690818075252	4.141390265443997	4.194089712812742	0.7696082634236578	0.7884035098910783	0.8071987563584988	81.56601349999845	90.8	100.03398650000155	None	None
0.5814285714285714	4.267366663715038	4.308722780609071	4.350078897503105	0.7992237963656438	0.8118696511609633	0.8245155059562829	92.18287345548431	98.3	104.41712654451568	None	None
0.5971428571428572	4.4328224592407075	4.508261573724209	4.58370068820771	0.8276747352672897	0.853965518600295	0.8802563019333003	103.1102436958875	113.3	123.48975630411249	None	None
0.6128571428571428	4.604524686914301	4.667946356956454	4.731368026998608	0.854780814670923	0.8760172649721165	0.89725371527331	111.00893072435426	121.1	131.19106927564573	None	None
0.6285714285714286	4.748694922888971	4.823927280385038	4.899159637881105	0.8853010174647313	0.9038875310089693	0.9224740445532074	119.33725221782016	130.4	141.46274778217986	None	None
