	MEASURES	Lower bound	Mean	Upper bound	Relative error
0	Res users	3.0278721534656583	10.6	18.17212784653434	0.7143516836353152
1	Avg users	8.275892946947717	11.291256460286197	14.306619973624676	0.2670529647381731
2	Arrivals	1977.2755218629736	2011.3	2045.3244781370263	0.016916659939853026
3	Departures	1964.089921776513	2000.7	2037.3100782234872	0.01829863458963713
4	Delay	41.65285010817208	55.76192851712769	69.87100692608331	0.25302350159252296
5	Res queue	3.0278721534656583	10.6	18.17212784653434	0.7143516836353152
6	Losses	0.0	0.0	0.0	
7	S1 Calls	1183.570885179229	1204.0	1224.429114820771	0.016967703339510854
8	S2 Calls	782.478056422296	798.7	814.921943577704	0.020310433927261732
