	MEASURES	Lower bound	Mean	Upper bound	Relative error
0	Res users	0.6569438013871814	1.5	2.3430561986128184	0.5620374657418791
1	Avg users	1.6389672343130357	1.6657948039497839	1.6926223735865318	0.01610496657399623
2	Arrivals	1957.5601306855915	1980.0	2002.4398693144085	0.01133326733050935
3	Departures	1432.1025587080287	1452.2	1472.2974412919714	0.013839306770397505
4	Delay	11.186337975547577	11.470704991997012	11.755072008446447	0.02479071832531965
5	Res queue	0.6569438013871814	1.5	2.3430561986128184	0.5620374657418791
6	Losses	501.2249518344263	526.3	551.3750481655736	0.047644020835215024
7	S1 Calls	599.6153420260001	614.5	629.3846579739999	0.024222388891781695
8	S2 Calls	823.6684255756518	839.0	854.3315744243482	0.018273628634503217
