Load	LBDelay	AvgDelay	UBDelay	LBUsers	AvgUsers	UBUsers	LBLosses	AvgLosses	UBLosses	TheoDelay	TheoUsers	TheoLoss
0.20099999999999998	1.1221873263754742	1.1298124599469093	1.1374375935183443	0.22329877964896627	0.22730042570665915	0.23130207176435202	0.0	0.0	0.0	None	None	0
0.21710204081632653	1.2319352576947766	1.2372786642344669	1.242622070774157	0.2410286069759415	0.24597888766235348	0.25092916834876544	0.0	0.0	0.0	None	None	0
0.2332040816326531	1.3399664456239972	1.3486903801805805	1.3574143147371638	0.2634128425465399	0.2691030417414705	0.27479324093640106	0.0	0.0	0.0	None	None	0
0.2493061224489796	1.4357570058844802	1.446807499816006	1.457857993747532	0.2833185894070766	0.28832801453191087	0.29333743965674514	0.0	0.0	0.0	None	None	0
0.26540816326530614	1.5558171054449255	1.5659897520846955	1.5761623987244655	0.30361420243434684	0.30973069029846545	0.31584717816258406	0.0	0.0	0.0	None	None	0
0.2815102040816327	1.666906091861505	1.6802610502567454	1.6936160086519858	0.3285190235663246	0.3341002786087715	0.3396815336512184	0.0	0.0	0.0	None	None	0
0.2976122448979592	1.799371947499608	1.8168810063865706	1.8343900652735332	0.35948467943263057	0.3660747935199226	0.37266490760721466	0.0	0.0	0.0	None	None	0
0.3137142857142857	1.932571950180095	1.9478383481541357	1.9631047461281763	0.3815778844144113	0.3900601650422913	0.3985424456701713	0.0	0.0	0.0	None	None	0
0.32981632653061227	2.038549164537364	2.071521714049423	2.104494263561482	0.40081737456998356	0.41233723949722056	0.42385710442445756	0.0	0.0	0.0	None	None	0
0.3459183673469388	2.1720187838293445	2.1973490052483653	2.222679226667386	0.43177122800636036	0.4393537756299642	0.446936323253568	0.0	0.0	0.0	None	None	0
0.3620204081632653	2.3447914462375357	2.369438089303861	2.394084732370186	0.46349809168896805	0.4745855476091668	0.4856730035293656	0.0	0.0	0.0	None	None	0
0.37812244897959185	2.4796390858631714	2.518259531435956	2.556879977008741	0.4902023352281991	0.5036036944085164	0.5170050535888336	0.0	0.0	0.0	None	None	0
0.3942244897959184	2.616542274189354	2.6642567936670183	2.7119713131446828	0.5127166525038319	0.5285699863573929	0.544423320210954	0.0	0.0	0.0	None	None	0
0.41032653061224494	2.7899320065502318	2.8327700270183964	2.875608047486561	0.5574672248094922	0.5700565738618023	0.5826459229141124	0.0	0.0	0.0	None	None	0
0.42642857142857143	2.9206640102007504	2.9914849971917534	3.0623059841827565	0.5731155278899313	0.5971986008799848	0.6212816738700383	0.0	0.0	0.0	None	None	0
0.442530612244898	3.121474611304281	3.2079092228642367	3.2943438344241924	0.6194696134844272	0.645289820156915	0.6711100268294029	0.0	0.0	0.0	None	None	0
0.4586326530612245	3.2602724781292736	3.3163228867784937	3.372373295427714	0.6378953867369	0.6556273341737384	0.6733592816105768	0.0	0.0	0.0	None	None	0
0.474734693877551	3.5112307609909714	3.5671723577511285	3.6231139545112856	0.6933420773058512	0.7131700802622033	0.7329980832185554	-5.082064164439498e-05	0.00010002000400080017	0.0002508606496459953	None	None	0
0.49083673469387756	3.6807865214035056	3.7437688009437444	3.8067510804839833	0.7334046866745885	0.7525999854725669	0.7717952842705453	-6.276578461092006e-05	4.972897707494157e-05	0.0001622237387608032	None	None	0
0.5069387755102042	3.8751353931925885	3.9746756302007027	4.0742158672088165	0.7574884681506717	0.7867542866539449	0.816020105157218	-2.3014457561087466e-05	0.0001515763945028294	0.00032616724656674633	None	None	0
0.5230408163265307	4.208180188054675	4.32828325094869	4.448386313842705	0.8526628159886238	0.8811990893293343	0.9097353626700448	-4.472723331196417e-05	0.0002945797329143755	0.0006338866991407152	None	None	0
0.5391428571428571	4.433432782801549	4.535810973273174	4.638189163744799	0.8793998961058387	0.9106540490019528	0.9419082018980669	-0.00018378256405162302	0.0003485882177182411	0.0008809589994881053	None	None	0
0.5552448979591837	4.661040090609418	4.758990164215288	4.856940237821159	0.9169266927815832	0.9545253213407495	0.9921239498999158	-0.0002034097687911404	0.0002492770964203809	0.0007019639616319023	None	None	0
0.5713469387755102	4.781739802830434	4.926972059481758	5.0722043161330825	0.948181392368566	0.9830701075590133	1.0179588227494605	0.0	0.0	0.0	None	None	0
0.5874489795918367	5.134994231872016	5.321679863580262	5.508365495288508	1.0247042758962364	1.0701028106281674	1.1155013453600984	0.00011037092162218867	0.0006956176090629037	0.0012808642965036186	None	None	0
0.6035510204081633	5.5577748963256495	5.68762989059732	5.81748488486899	1.1105261225559666	1.1396648923325465	1.1688036621091265	0.0003874994105294319	0.001295401325295202	0.002203303240060972	None	None	0
0.6196530612244898	5.654573584523601	5.904729620335848	6.154885656148095	1.1239838274450016	1.1831445702675436	1.2423053130900856	0.00012148898673178755	0.0005486831604150041	0.0009758773340982207	None	None	0
0.6357551020408163	6.1391244199616475	6.27860893446937	6.418093448977092	1.2236898175206872	1.253635359333389	1.283580901146091	0.00037469747959411297	0.0015995201439568132	0.0028243428083195134	None	None	0
0.6518571428571429	6.490664367803848	6.631739815588669	6.772815263373491	1.2911943140690456	1.3316709039997952	1.3721474939305447	0.0014108435815816062	0.0023849746596442413	0.0033591057377068763	None	None	0
0.6679591836734694	7.021112222848715	7.195641035598106	7.370169848347497	1.397136867545052	1.4480751828359426	1.4990134981268333	0.0013030679360544772	0.0022809540338176227	0.003258840131580768	None	None	0
0.684061224489796	7.1686847639980265	7.454151886732748	7.73961900946747	1.4103864977359204	1.4778793275515159	1.5453721573671113	0.0019849431655403257	0.003267645284536497	0.004550347403532669	None	None	0
0.7001632653061225	7.532659875935005	7.9724671426123335	8.412274409289662	1.4767676057037007	1.5843447629587915	1.6919219202138822	0.0021713292899881755	0.004113368447454226	0.006055407604920277	None	None	0
