#bits	analyticalFPBS	ciLow	P(FP)	ciHigh	size(KB)	kopt	BFciLow	BFp(FP)	BFciHigh	THfpProb	BFsize(KB)	THBFsize(KB)
19	50.63152313232422	47.96863631366759	51.19999999999999	54.43136368633239	512.0546875	1	47.96863631366759	51.19999999999999	54.43136368633239	50.63435509760441	512.0546875	63.87387684383151
20	29.746723175048828	28.468845958685048	31.399999999999995	34.331154041314946	1024.0546875	1	28.468845958685048	31.399999999999995	34.331154041314946	29.739310491288517	1024.0546875	113.82121686238324
21	16.18828773498535	11.590383179471647	14.000000000000002	16.409616820528356	2048.0546875	3	6.297292753566835	7.9	9.502707246433165	6.945861908189064	2048.0546875	250.32062531365435
22	8.448600769042969	7.250085133036439	9.0	10.749914866963561	4096.0546875	7	-0.04018726586782995	0.30000000000000004	0.64018726586783	0.44117740511263664	4096.0546875	509.0349561680954
23	4.316079616546631	2.514389745948959	3.8000000000000007	5.085610254051042	8192.0546875	15	0.0	0.0	0.0	0.0018780309407132845	8192.0546875	1021.4248378769853
24	2.181905508041382	1.9637764925214236	3.0	4.036223507478576	16384.0546875	31	0.0	0.0	0.0	3.481793945747805e-08	16384.0546875	2044.0604441214855
